Bn;Un;Ln;Cn;Dn;Dn-Cn;n;k
192;13724;8;409058;444135;35077;37000;48;
352;13664;7;408651;469106;60455;37000;49;
66;13984;8;389840;518843;129003;38000;0;
85;13877;7;379418;512764;133346;38000;1;
414;13953;6;360344;540486;180142;38000;2;
140;13926;7;357457;480413;122956;38000;3;
289;14013;7;364077;545696;181619;38000;4;
203;13901;7;462596;520975;58379;38000;5;
287;14013;7;367425;522077;154652;38000;6;
63;14014;7;446220;510245;64025;38000;7;
286;13882;7;517007;546164;29157;38000;8;
171;13910;7;527844;590892;63048;38000;9;
216;13958;7;391543;466511;74968;38000;10;
195;13851;8;468059;506116;38057;38000;11;
118;14001;8;426530;456452;29922;38000;12;
69;13939;7;411300;488958;77658;38000;13;
70;13990;7;416964;546599;129635;38000;14;
147;14024;8;425401;552021;126620;38000;15;
127;13923;7;490795;524494;33699;38000;16;
194;14025;7;381490;499380;117890;38000;17;
191;13925;7;402947;502402;99455;38000;18;
319;13993;8;475860;521347;45487;38000;19;
140;13963;9;513594;557744;44150;38000;20;
110;13807;7;433587;490148;56561;38000;21;
207;14084;7;420992;608421;187429;38000;22;
78;13956;7;408755;544539;135784;38000;23;
85;14058;7;432565;470010;37445;38000;24;
220;14010;8;416797;538849;122052;38000;25;
465;14101;7;398733;498154;99421;38000;26;
200;14017;7;418720;457292;38572;38000;27;
367;13954;7;415715;580721;165006;38000;28;
302;13969;7;376994;508003;131009;38000;29;
57;14001;7;386110;536791;150681;38000;30;
119;14006;8;368814;458409;89595;38000;31;
228;13961;8;494301;510427;16126;38000;32;
272;13853;7;399084;484227;85143;38000;33;
314;13942;7;414924;518650;103726;38000;34;
195;14014;7;415119;517333;102214;38000;35;
110;13946;8;431705;543377;111672;38000;36;
225;14018;7;438242;441860;3618;38000;37;
284;13910;7;358460;587687;229227;38000;38;
85;14050;7;482657;507225;24568;38000;39;
158;14080;7;363759;567795;204036;38000;40;
326;13989;8;387863;573085;185222;38000;41;
154;13959;7;400417;629790;229373;38000;42;
201;13951;7;466306;568957;102651;38000;43;
47;13929;8;412956;585931;172975;38000;44;
196;13998;7;470099;490934;20835;38000;45;
127;14055;7;469314;534440;65126;38000;46;
327;13963;7;389919;486058;96139;38000;47;
236;13925;7;394050;590008;195958;38000;48;
161;13952;7;389475;526767;137292;38000;49;
202;14321;6;394929;553499;158570;39000;0;
29;14390;7;415729;505406;89677;39000;1;
287;14353;8;444727;531342;86615;39000;2;
284;14396;8;400287;510619;110332;39000;3;
282;14217;7;440603;617491;176888;39000;4;
152;14390;7;403419;491417;87998;39000;5;
242;14286;7;485553;513305;27752;39000;6;
183;14325;8;435310;557622;122312;39000;7;
358;14233;7;420062;497924;77862;39000;8;
111;14394;7;421834;487687;65853;39000;9;
477;14352;8;495443;591632;96189;39000;10;
410;14339;8;532025;553498;21473;39000;11;
76;14355;8;481515;614572;133057;39000;12;
179;14295;7;457801;630279;172478;39000;13;
95;14212;8;380812;592241;211429;39000;14;
62;14322;7;519093;643097;124004;39000;15;
310;14391;7;361774;495006;133232;39000;16;
51;14331;8;462453;476844;14391;39000;17;
171;14326;7;352885;476441;123556;39000;18;
170;14335;7;414286;490842;76556;39000;19;
100;14466;7;436677;485891;49214;39000;20;
265;14430;7;381874;516407;134533;39000;21;
273;14372;7;403865;520258;116393;39000;22;
258;14371;7;443006;467892;24886;39000;23;
68;14340;7;384105;484119;100014;39000;24;
174;14346;7;428900;523744;94844;39000;25;
173;14380;8;384287;574835;190548;39000;26;
279;14300;8;415363;496668;81305;39000;27;
103;14208;7;448186;535225;87039;39000;28;
181;14330;7;406730;557883;151153;39000;29;
346;14246;8;419628;549722;130094;39000;30;
169;14358;7;493771;593638;99867;39000;31;
219;14299;7;744782;785088;40306;39000;32;
68;14267;8;470375;501042;30667;39000;33;
157;14362;7;445766;524009;78243;39000;34;
410;14347;7;453225;492377;39152;39000;35;
95;14305;7;441334;639820;198486;39000;36;
332;14277;7;494955;513245;18290;39000;37;
248;14442;8;386534;485275;98741;39000;38;
189;14466;6;492219;580871;88652;39000;39;
323;14445;7;449954;531279;81325;39000;40;
381;14411;7;388363;495096;106733;39000;41;
153;14337;7;420560;556524;135964;39000;42;
81;14420;8;442780;533160;90380;39000;43;
71;14416;7;433677;491709;58032;39000;44;
271;14383;8;487295;534170;46875;39000;45;
86;14377;8;362600;540562;177962;39000;46;
236;14323;8;422682;484055;61373;39000;47;
44;14315;7;420457;584773;164316;39000;48;
175;14426;8;381830;503783;121953;39000;49;
333;14693;8;364149;577432;213283;40000;0;
257;14865;8;463854;798644;334790;40000;1;
356;14763;7;372434;608613;236179;40000;2;
289;14772;8;528419;576741;48322;40000;3;
395;14641;8;396051;550916;154865;40000;4;
185;14725;8;452018;533564;81546;40000;5;
539;14726;7;442466;506821;64355;40000;6;
249;14711;7;379207;565026;185819;40000;7;
182;14802;7;391334;552764;161430;40000;8;
104;14664;7;421116;616847;195731;40000;9;
307;14758;7;428755;568368;139613;40000;10;
204;14631;7;415322;540867;125545;40000;11;
235;14729;7;383905;583351;199446;40000;12;
367;14635;7;475850;507297;31447;40000;13;
145;14657;9;440908;496692;55784;40000;14;
99;14826;7;430808;563460;132652;40000;15;
292;14696;10;448837;495675;46838;40000;16;
309;14639;7;402845;503899;101054;40000;17;
138;14672;7;526391;547760;21369;40000;18;
295;14727;7;495648;519104;23456;40000;19;
179;14727;8;506745;566655;59910;40000;20;
266;14717;8;468565;520233;51668;40000;21;
261;14665;9;421583;568618;147035;40000;22;
496;14448;7;427541;538190;110649;40000;23;
59;14723;8;404407;535759;131352;40000;24;
193;14729;7;491559;579058;87499;40000;25;
309;14825;7;514291;663173;148882;40000;26;
160;14741;8;454812;549581;94769;40000;27;
135;14699;7;434778;517677;82899;40000;28;
373;14728;7;446865;522775;75910;40000;29;
322;14703;7;441195;538641;97446;40000;30;
186;14663;8;517893;520908;3015;40000;31;
218;14677;7;420266;557117;136851;40000;32;
41;14724;7;422858;497570;74712;40000;33;
352;14587;7;457196;720341;263145;40000;34;
135;14802;7;472271;530967;58696;40000;35;
316;14714;7;467996;548829;80833;40000;36;
153;14710;8;439845;595423;155578;40000;37;
230;14787;7;385720;608401;222681;40000;38;
574;14736;7;480871;571481;90610;40000;39;
236;14626;8;453318;561089;107771;40000;40;
189;14706;7;407804;580472;172668;40000;41;
116;14710;7;404837;538395;133558;40000;42;
90;14734;8;439794;506959;67165;40000;43;
138;14825;7;442147;566502;124355;40000;44;
135;14714;7;459111;500749;41638;40000;45;
118;14687;7;426019;530794;104775;40000;46;
119;14668;7;435725;582760;147035;40000;47;
330;14677;7;521142;606140;84998;40000;48;
329;14725;7;394438;481745;87307;40000;49;
114;15155;7;480515;565906;85391;41000;0;
129;15203;7;442999;620096;177097;41000;1;
49;15090;6;415535;516032;100497;41000;2;
281;15131;7;367860;540129;172269;41000;3;
76;15042;8;421242;527008;105766;41000;4;
105;15116;7;395449;552540;157091;41000;5;
105;15115;7;450793;495274;44481;41000;6;
108;15110;7;467914;548908;80994;41000;7;
244;15194;7;397981;555545;157564;41000;8;
373;15003;7;489708;588418;98710;41000;9;
249;15029;9;507830;577833;70003;41000;10;
108;15135;9;470543;666089;195546;41000;11;
371;15073;7;476406;515649;39243;41000;12;
363;15135;7;452586;640973;188387;41000;13;
253;15209;7;435537;530303;94766;41000;14;
245;14963;6;543842;649592;105750;41000;15;
334;15128;7;447140;599590;152450;41000;16;
147;15097;7;401221;634088;232867;41000;17;
95;15136;7;478492;499411;20919;41000;18;
420;15140;7;441656;586320;144664;41000;19;
243;15157;7;434077;529984;95907;41000;20;
35;15091;7;542165;568067;25902;41000;21;
177;15142;7;462449;514944;52495;41000;22;
143;14920;8;451692;552834;101142;41000;23;
122;14992;8;451672;577323;125651;41000;24;
402;15094;9;455077;618961;163884;41000;25;
255;15097;8;504354;526421;22067;41000;26;
355;15037;8;477045;557273;80228;41000;27;
297;15015;7;475389;536312;60923;41000;28;
152;15005;7;477853;530297;52444;41000;29;
111;14909;7;470659;675586;204927;41000;30;
214;15031;8;562708;585812;23104;41000;31;
431;15055;7;402969;514414;111445;41000;32;
453;15153;7;544707;570681;25974;41000;33;
129;15073;7;536818;576993;40175;41000;34;
147;15067;7;497085;513203;16118;41000;35;
389;15182;8;418858;562647;143789;41000;36;
206;15009;7;457891;577394;119503;41000;37;
277;15116;7;404944;523687;118743;41000;38;
278;15056;8;523883;589133;65250;41000;39;
203;15160;7;401248;512652;111404;41000;40;
175;15076;8;429383;541162;111779;41000;41;
361;14913;7;423342;514032;90690;41000;42;
362;15089;7;437814;643854;206040;41000;43;
419;15208;7;429589;554172;124583;41000;44;
289;15137;7;410956;500083;89127;41000;45;
191;15084;7;480595;507349;26754;41000;46;
351;15025;7;428181;489871;61690;41000;47;
80;15036;7;487149;597870;110721;41000;48;
209;15070;8;437615;509987;72372;41000;49;
233;15457;8;422555;569154;146599;42000;0;
313;15359;7;448194;629830;181636;42000;1;
105;15435;7;426317;665800;239483;42000;2;
89;15438;7;443226;548730;105504;42000;3;
143;15543;8;457605;493044;35439;42000;4;
354;15496;9;436107;610147;174040;42000;5;
274;15367;7;446216;611924;165708;42000;6;
157;15427;9;434943;532591;97648;42000;7;
28;15597;7;431965;574504;142539;42000;8;
235;15446;7;414894;518336;103442;42000;9;
192;15445;7;430047;537111;107064;42000;10;
134;15528;7;533505;555244;21739;42000;11;
134;15331;7;474436;606119;131683;42000;12;
339;15398;7;469674;583656;113982;42000;13;
293;15407;7;470540;561705;91165;42000;14;
68;15422;8;469559;567749;98190;42000;15;
495;15550;9;397712;514747;117035;42000;16;
213;15444;6;466244;574715;108471;42000;17;
418;15418;7;538298;650210;111912;42000;18;
605;15475;7;467590;549129;81539;42000;19;
222;15460;7;453744;530437;76693;42000;20;
171;15504;7;448615;555633;107018;42000;21;
135;15464;7;406956;591625;184669;42000;22;
552;15439;7;502784;536361;33577;42000;23;
30;15433;7;522433;687075;164642;42000;24;
192;15397;7;540255;611559;71304;42000;25;
190;15516;8;419687;650857;231170;42000;26;
136;15503;7;433077;570403;137326;42000;27;
290;15448;7;553605;554751;1146;42000;28;
311;15498;7;475515;534362;58847;42000;29;
353;15514;7;462325;524700;62375;42000;30;
302;15255;7;431660;644307;212647;42000;31;
207;15444;6;465482;529168;63686;42000;32;
271;15466;7;440246;608455;168209;42000;33;
187;15456;8;533458;625015;91557;42000;34;
206;15435;8;560661;657290;96629;42000;35;
135;15327;8;513335;594769;81434;42000;36;
418;15488;8;443725;491737;48012;42000;37;
176;15559;7;480738;611286;130548;42000;38;
13;15463;7;450678;573016;122338;42000;39;
254;15493;7;459570;517170;57600;42000;40;
410;15386;7;455278;612719;157441;42000;41;
261;15523;7;420240;573611;153371;42000;42;
367;15413;7;453155;539388;86233;42000;43;
430;15450;7;483130;628327;145197;42000;44;
488;15473;7;473992;634433;160441;42000;45;
265;15516;7;536865;565056;28191;42000;46;
393;15543;7;424788;571106;146318;42000;47;
411;15507;6;553307;805517;252210;42000;48;
448;15414;7;543807;596645;52838;42000;49;
344;15963;8;472849;667992;195143;43000;0;
153;15837;7;549432;604476;55044;43000;1;
158;15878;7;522697;594770;72073;43000;2;
108;15674;9;491402;679217;187815;43000;3;
216;15939;8;474469;609775;135306;43000;4;
241;15852;7;509297;558746;49449;43000;5;
108;15837;7;400051;574403;174352;43000;6;
223;15863;7;465043;597651;132608;43000;7;
584;15832;8;461495;589958;128463;43000;8;
119;15869;7;441009;550147;109138;43000;9;
121;15857;7;417187;707201;290014;43000;10;
69;15835;8;476336;585025;108689;43000;11;
356;15841;7;476319;590770;114451;43000;12;
90;15867;7;535388;567975;32587;43000;13;
162;15794;7;387431;596538;209107;43000;14;
237;15856;7;463866;631930;168064;43000;15;
321;15710;7;444229;557312;113083;43000;16;
320;15828;7;508540;670687;162147;43000;17;
418;15806;7;449567;523191;73624;43000;18;
181;15684;9;438067;633042;194975;43000;19;
573;15885;7;407158;571452;164294;43000;20;
586;15835;7;466601;569411;102810;43000;21;
359;15757;7;427131;608437;181306;43000;22;
343;15851;7;491424;707185;215761;43000;23;
154;15782;8;555813;573535;17722;43000;24;
211;15827;7;469910;538148;68238;43000;25;
274;15809;7;440408;527541;87133;43000;26;
272;15974;7;502262;551886;49624;43000;27;
174;15868;8;447345;550723;103378;43000;28;
355;15716;7;481635;767813;286178;43000;29;
278;15773;7;525403;562713;37310;43000;30;
327;15735;7;489915;733267;243352;43000;31;
608;15881;8;483641;590601;106960;43000;32;
125;15862;7;441208;759275;318067;43000;33;
371;15814;7;451157;604553;153396;43000;34;
175;15876;7;468340;644051;175711;43000;35;
335;15833;8;432064;577370;145306;43000;36;
360;15827;7;459276;571166;111890;43000;37;
514;15765;8;544784;587890;43106;43000;38;
323;15900;7;484862;607914;123052;43000;39;
118;15803;7;560998;578156;17158;43000;40;
543;15807;7;442355;559456;117101;43000;41;
89;15937;7;448919;527074;78155;43000;42;
193;15721;8;521616;595600;73984;43000;43;
359;15910;7;614570;720755;106185;43000;44;
556;15929;7;453841;529382;75541;43000;45;
462;15692;8;437956;583783;145827;43000;46;
273;15818;7;514532;527367;12835;43000;47;
396;15843;7;437208;519128;81920;43000;48;
119;15809;7;485933;652869;166936;43000;49;
405;16284;8;465294;603309;138015;44000;0;
335;16154;7;467600;621031;153431;44000;1;
229;16194;7;516465;625720;109255;44000;2;
406;16127;7;485764;576238;90474;44000;3;
473;16061;7;493885;591184;97299;44000;4;
238;16195;7;512146;528381;16235;44000;5;
288;16153;7;837204;871704;34500;44000;6;
120;16206;7;528075;568116;40041;44000;7;
51;16196;8;486967;650578;163611;44000;8;
718;16287;7;434512;576755;142243;44000;9;
219;16281;8;610486;707262;96776;44000;10;
374;16177;7;518256;571555;53299;44000;11;
491;16113;8;462949;573386;110437;44000;12;
382;16201;9;468424;581404;112980;44000;13;
185;16318;7;498648;703897;205249;44000;14;
262;16210;8;428046;612193;184147;44000;15;
337;16281;8;459257;497535;38278;44000;16;
263;16154;7;540841;629009;88168;44000;17;
261;16111;8;530620;552629;22009;44000;18;
252;16199;7;481958;603312;121354;44000;19;
192;16092;8;451092;606925;155833;44000;20;
405;16198;7;519404;566293;46889;44000;21;
209;16160;7;499567;609246;109679;44000;22;
114;16084;7;432308;556289;123981;44000;23;
328;16309;8;574321;597942;23621;44000;24;
260;16201;7;465454;592495;127041;44000;25;
163;16122;8;469656;698127;228471;44000;26;
328;16158;7;460227;588570;128343;44000;27;
89;16218;7;461278;633426;172148;44000;28;
206;16182;7;515368;675348;159980;44000;29;
351;16338;9;488390;672189;183799;44000;30;
104;16181;7;516938;579987;63049;44000;31;
518;16215;7;446412;653906;207494;44000;32;
176;16172;8;446964;529649;82685;44000;33;
61;16131;7;495529;551938;56409;44000;34;
274;16041;7;429148;534604;105456;44000;35;
509;16166;8;484665;571545;86880;44000;36;
319;16130;7;446604;607120;160516;44000;37;
204;16234;8;481439;593409;111970;44000;38;
214;16156;7;469155;545468;76313;44000;39;
157;16253;8;474911;559991;85080;44000;40;
282;16125;7;445339;589618;144279;44000;41;
126;16106;7;467843;498165;30322;44000;42;
382;16268;7;512786;595311;82525;44000;43;
313;16234;8;498929;519148;20219;44000;44;
212;16214;7;484149;635859;151710;44000;45;
359;16150;8;477008;568577;91569;44000;46;
90;16251;8;529794;615908;86114;44000;47;
285;16239;7;451657;595545;143888;44000;48;
91;16199;8;526347;624858;98511;44000;49;
281;16547;6;435528;678543;243015;45000;0;
455;16569;8;487900;550256;62356;45000;1;
177;16437;7;601884;616721;14837;45000;2;
577;16550;8;520531;639544;119013;45000;3;
47;16533;7;469918;588476;118558;45000;4;
190;16598;7;648772;675169;26397;45000;5;
183;16505;8;458856;558660;99804;45000;6;
401;16586;7;479158;574153;94995;45000;7;
142;16543;8;667781;774882;107101;45000;8;
293;16662;7;595045;658884;63839;45000;9;
674;16666;7;465178;668251;203073;45000;10;
235;16507;7;530264;685845;155581;45000;11;
411;16454;9;632353;750739;118386;45000;12;
682;16494;8;577897;637577;59680;45000;13;
141;16593;7;514628;611682;97054;45000;14;
672;16623;7;470283;524722;54439;45000;15;
302;16486;7;485812;613563;127751;45000;16;
235;16533;7;525673;684804;159131;45000;17;
516;16430;8;464530;723471;258941;45000;18;
566;16457;7;618127;676165;58038;45000;19;
446;16461;7;499553;595063;95510;45000;20;
175;16535;7;529715;580683;50968;45000;21;
243;16530;7;465516;666357;200841;45000;22;
344;16585;7;550918;648101;97183;45000;23;
237;16482;8;478629;663418;184789;45000;24;
319;16424;7;470770;522357;51587;45000;25;
294;16522;7;413157;549489;136332;45000;26;
205;16491;7;503212;678672;175460;45000;27;
389;16520;7;596006;621239;25233;45000;28;
348;16580;7;534657;553782;19125;45000;29;
156;16673;7;465169;688452;223283;45000;30;
246;16549;7;591941;697821;105880;45000;31;
169;16552;8;508475;557513;49038;45000;32;
323;16653;9;533021;675808;142787;45000;33;
405;16420;8;571520;591035;19515;45000;34;
262;16568;7;462570;596085;133515;45000;35;
346;16692;8;489066;632498;143432;45000;36;
410;16498;7;456995;582954;125959;45000;37;
187;16571;7;545173;651372;106199;45000;38;
232;16534;7;488425;634294;145869;45000;39;
106;16558;7;446323;545442;99119;45000;40;
20;16640;8;511463;622060;110597;45000;41;
206;16413;7;541348;618081;76733;45000;42;
146;16462;7;446825;536983;90158;45000;43;
269;16607;7;486398;683976;197578;45000;44;
326;16602;7;563948;600924;36976;45000;45;
204;16510;8;496643;566167;69524;45000;46;
382;16584;7;496034;575991;79957;45000;47;
562;16481;10;535400;589975;54575;45000;48;
355;16529;7;564552;627847;63295;45000;49;
116;16883;8;492094;593147;101053;46000;0;
280;16967;7;527889;564853;36964;46000;1;
385;16905;7;490522;778828;288306;46000;2;
64;16775;7;563602;701881;138279;46000;3;
349;16857;8;563734;620945;57211;46000;4;
474;16914;8;438983;526303;87320;46000;5;
258;16871;7;485924;625188;139264;46000;6;
324;16897;7;487397;732331;244934;46000;7;
39;16841;7;472691;651205;178514;46000;8;
582;16828;7;554149;646990;92841;46000;9;
126;16871;7;495668;668269;172601;46000;10;
246;16903;7;442481;698161;255680;46000;11;
243;17070;7;442356;585581;143225;46000;12;
203;16903;8;447213;586449;139236;46000;13;
370;16986;7;499675;598351;98676;46000;14;
267;17047;7;497695;612887;115192;46000;15;
488;16878;8;607077;657187;50110;46000;16;
101;16934;7;430114;536138;106024;46000;17;
49;16878;7;571402;600630;29228;46000;18;
266;16934;9;545149;709211;164062;46000;19;
493;16948;7;527364;576155;48791;46000;20;
262;16900;9;548452;607291;58839;46000;21;
393;16898;8;486958;552760;65802;46000;22;
165;16925;8;493728;610191;116463;46000;23;
129;16982;8;512521;626226;113705;46000;24;
212;16946;8;419751;658906;239155;46000;25;
250;17003;7;452010;534076;82066;46000;26;
242;17023;7;491268;595983;104715;46000;27;
160;16947;7;487299;626454;139155;46000;28;
79;16922;7;522989;695151;172162;46000;29;
389;16936;9;604670;646741;42071;46000;30;
198;16868;8;482869;611416;128547;46000;31;
275;16912;7;469832;562081;92249;46000;32;
131;16920;7;573664;754353;180689;46000;33;
98;16887;7;486153;634775;148622;46000;34;
269;16853;9;451098;587954;136856;46000;35;
310;16873;8;499198;895632;396434;46000;36;
